Inst,STABBR,PublicPrivate,md_earn_wne_p10,pct75_earn_wne_p10,pct90_earn_wne_p10
"<a href=""http://www.bradley.edu"">Bradley University</a>",IL,24950,52400,73800,96700
"<a href=""http://www.bradley.paulmitchell.edu"">Paul Mitchell the School-Bradley</a>",IL,8824,20300,35700,49600
"<a href=""http://cannellabeautyschools.com"">Cannella School of Hair Design-Chicago</a>",IL,6961,14300,21500,29100
"<a href=""http://capri.edu"">Capri Beauty College</a>",IL,16504,15500,27400,37200
"<a href=""http://www.sandburg.edu"">Carl Sandburg College</a>",IL,2352,28800,42000,59200
"<a href=""http://www.csu.edu"">Chicago State University</a>",IL,10373,34200,52000,70700
"<a href=""http://WWW.UCHICAGO.EDU"">University of Chicago</a>",IL,25335,62800,110500,195000
"<a href=""http://www.ccc.edu/colleges/kennedy/pages/default.aspx"">City Colleges of Chicago-Kennedy-King College</a>",IL,8507,22500,38900,55100
"<a href=""http://www.ccc.edu/colleges/malcolm-x/pages/default.aspx"">City Colleges of Chicago-Malcolm X College</a>",IL,7211,23700,39200,55500
"<a href=""http://ccc.edu/colleges/olive-harvey/pages/default.aspx"">City Colleges of Chicago-Olive-Harvey College</a>",IL,7777,23700,39000,58700
"<a href=""http://ccc.edu/colleges/truman/pages/default.aspx"">City Colleges of Chicago-Harry S Truman College</a>",IL,5881,27100,46200,72400
"<a href=""http://ccc.edu/colleges/daley/pages/default.aspx"">City Colleges of Chicago-Richard J Daley College</a>",IL,4969,29000,43400,59800
"<a href=""http://www.ccc.edu/colleges/washington/Pages/default.aspx"">City Colleges of Chicago-Harold Washington College</a>",IL,4689,24900,39900,56800
"<a href=""http://ccc.edu/colleges/wright/pages/default.aspx"">City Colleges of Chicago-Wilbur Wright College</a>",IL,4515,31500,44800,66300
"<a href=""http://www.colum.edu"">Columbia College-Chicago</a>",IL,29162,32700,49100,68900
"<a href=""http://www.cuchicago.edu"">Concordia University-Chicago</a>",IL,17881,41500,58300,76900
"<a href=""http://www.chefs.edu/chicago"">Le Cordon Bleu College of Culinary Arts-Chicago</a>",IL,16251,32800,48900,72600
"<a href=""http://www.coynecollege.edu"">Coyne College</a>",IL,20156,36400,54700,73000
"<a href=""http://www.dacc.edu"">Danville Area Community College</a>",IL,6793,24700,38200,55200
"<a href=""http://www.depaul.edu"">DePaul University</a>",IL,27040,50900,73600,99700
"<a href=""http://www.cod.edu"">College of DuPage</a>",IL,9358,35000,53300,74200
"<a href=""http://www.eastwest.edu"">East-West University</a>",IL,28773,22300,36400,50400
"<a href=""http://www.eiu.edu"">Eastern Illinois University</a>",IL,17740,41200,56500,77000
"<a href=""http://www.elgin.edu"">Elgin Community College</a>",IL,4200,31300,46300,63200
"<a href=""http://public.elmhurst.edu"">Elmhurst College</a>",IL,19466,48100,64500,85700
"<a href=""http://www.eureka.edu"">Eureka College</a>",IL,17773,37300,49800,72100
"<a href=""http://www.FIRSTINSTITUTE.edu"">First Institute Inc</a>",IL,12328,37200,51700,65700
"<a href=""http://www.foxcollege.edu"">Fox College</a>",IL,16897,35300,48300,60400
"<a href=""http://www.greenville.edu"">Greenville College</a>",IL,19125,37700,52100,70500
"<a href=""http://www.harrington.edu"">Harrington College of Design</a>",IL,24227,35000,51700,76000
"<a href=""http://www.highland.edu"">Highland Community College</a>",IL,5535,25900,40300,58100
"<a href=""http://www.uic.edu/index.html/"">University of Illinois at Chicago</a>",IL,13545,51600,74300,106700
"<a href=""http://www.ben.edu"">Benedictine University</a>",IL,19778,51000,68200,97500
"<a href=""http://www.illinois.edu/"">University of Illinois at Urbana-Champaign</a>",IL,18798,56600,82300,112000
"<a href=""http://www.iwu.edu"">Illinois Wesleyan University</a>",IL,26398,54600,76600,104500
"<a href=""http://www.icc.edu"">Illinois Central College</a>",IL,6437,32000,46400,65100
"<a href=""http://www.ic.edu"">Illinois College</a>",IL,17475,37700,52800,73600
"<a href=""http://www.iecc.edu/occ"">Olney Central College</a>",IL,1055,28200,39600,52900
"<a href=""http://www.iit.edu"">Illinois Institute of Technology</a>",IL,18984,68200,91400,118200
"<a href=""http://www.argosy.edu/chicago"">Argosy University-Chicago</a>",IL,19423,38200,56100,75000
"<a href=""http://illinoisstate.edu/"">Illinois State University</a>",IL,19761,45100,61400,81200
"<a href=""http://www.ivcc.edu"">Illinois Valley Community College</a>",IL,6681,28600,45500,62700
"<a href=""http://www.iadtchicago.edu"">International Academy of Design and Technology-Chicago</a>",IL,14132,25200,40700,56700
"<a href=""http://www.jalc.edu"">John A Logan College</a>",IL,4815,25400,41100,56100
"<a href=""http://www.jwcc.edu"">John Wood Community College</a>",IL,7859,27800,40700,53700
"<a href=""http://www.jjc.edu"">Joliet Junior College</a>",IL,5018,29600,47800,66900
"<a href=""http://www.judsonu.edu"">Judson University</a>",IL,21635,37000,55200,86400
"<a href=""http://www.kcc.edu"">Kankakee Community College</a>",IL,5473,27900,42200,59200
"<a href=""http://www.kaskaskia.edu"">Kaskaskia College</a>",IL,5230,24600,39300,53400
"<a href=""http://www.kendall.edu"">Kendall College</a>",IL,36370,40500,55500,68800
"<a href=""http://www.kishwaukeecollege.edu"">Kishwaukee College</a>",IL,7158,32200,48500,65100
"<a href=""http://www.knox.edu"">Knox College</a>",IL,20818,41600,59400,87000
"<a href=""http://WWW.CLCILLINOIS.EDU"">College of Lake County</a>",IL,4581,31200,48300,70000
"<a href=""http://www.lakeforest.edu"">Lake Forest College</a>",IL,23921,48100,66700,99500
"<a href=""http://www.lakeland.cc.il.us"">Lake Land College</a>",IL,5271,27700,42900,61300
"<a href=""http://www.lc.edu"">Lewis and Clark Community College</a>",IL,6812,24900,40600,57800
"<a href=""http://www.lewisu.edu"">Lewis University</a>",IL,18978,47100,68300,91900
"<a href=""http://www.lincolnchristian.edu"">Lincoln Christian University</a>",IL,19387,29300,41800,60700
"<a href=""http://lincolncollege.edu"">Lincoln College</a>",IL,16485,29200,41500,56300
"<a href=""http://www.llcc.edu"">Lincoln Land Community College</a>",IL,5149,29800,44400,61200
"<a href=""http://www.lincolnedu.com"">Lincoln College of Technology-Melrose Park</a>",IL,11772,30600,47600,66700
"<a href=""http://www.luc.edu"">Loyola University Chicago</a>",IL,28237,50600,70100,96900
"<a href=""http://cetweb.org"">CET-Chicago</a>",IL,11160,21600,33400,45700
"<a href=""http://www.maccormac.edu"">MacCormac College</a>",IL,17824,28400,40100,54300
"<a href=""http://www.mac.edu"">MacMurray College</a>",IL,16086,36700,49300,69600
"<a href=""http://www.mchenry.edu"">McHenry County College</a>",IL,7890,28400,45700,62600
"<a href=""http://www.mckendree.edu/prospective/admissions/index.aspx"">McKendree University</a>",IL,16914,42500,60400,77100
"<a href=""http://www.midstate.edu"">Midstate College</a>",IL,22314,25900,39300,56800
"<a href=""http://www.millikin.edu"">Millikin University</a>",IL,19476,42900,59100,81900
"<a href=""http://www.monmouthcollege.edu"">Monmouth College</a>",IL,15685,40700,54100,74900
"<a href=""http://www.morainevalley.edu"">Moraine Valley Community College</a>",IL,4825,33000,51200,71900
"<a href=""http://www.morrisontech.edu"">Morrison Institute of Technology</a>",IL,21377,44200,57500,70700
"<a href=""http://www.morton.edu"">Morton College</a>",IL,5328,31200,48600,67100
"<a href=""http://www.nl.edu"">National Louis University</a>",IL,19668,43700,67100,101300
"<a href=""http://northcentralcollege.edu"">North Central College</a>",IL,21737,45700,61300,82200
"<a href=""http://www.northpark.edu"">North Park University</a>",IL,17575,41400,58300,79000
"<a href=""http://www.niu.edu"">Northern Illinois University</a>",IL,19624,43900,62700,82800
"<a href=""http://www.NorthwesternCollege.edu"">Northwestern College-Chicago Campus</a>",IL,23488,29700,42900,60600
"<a href=""http://www.northwestern.edu"">Northwestern University</a>",IL,28544,64100,99400,173600
"<a href=""http://www.neiu.edu/"">Northeastern Illinois University</a>",IL,15952,36000,52700,72000
"<a href=""http://www.oakton.edu"">Oakton Community College</a>",IL,5629,38500,59100,83500
"<a href=""http://www.olivet.edu"">Olivet Nazarene University</a>",IL,20015,37700,53500,73500
"<a href=""http://www.parkland.edu"">Parkland College</a>",IL,6376,31000,47600,65500
"<a href=""http://www.pivotpoint.edu"">Pivot Point Academy-Evanston</a>",IL,14677,22000,38000,53500
"<a href=""http://www.prairiestate.edu"">Prairie State College</a>",IL,6552,26200,44300,61500
"<a href=""http://www.quincy.edu"">Quincy University</a>",IL,17152,38500,54400,73200
"<a href=""http://www.vatterott.edu"">Vatterott College-Quincy</a>",IL,17980,28400,42800,57400
"<a href=""http://www.aii.edu"">The Illinois Institute of Art-Chicago</a>",IL,25649,34900,50500,69200
"<a href=""http://www.rlc.edu"">Rend Lake College</a>",IL,5789,26200,43000,60900
"<a href=""http://www.richland.edu"">Richland Community College</a>",IL,6091,26900,43100,56100
"<a href=""http://www.robertmorris.edu/"">Robert Morris University Illinois</a>",IL,20497,33200,49900,68900
"<a href=""http://www.rockvalleycollege.edu"">Rock Valley College</a>",IL,4920,30900,47500,65000
"<a href=""http://www.rockfordcareercollege.edu"">Madison Media Institute - Rockford Career College</a>",IL,21529,22800,35300,47300
"<a href=""http://www.rockford.edu"">Rockford University</a>",IL,22544,39100,54000,70900
"<a href=""http://www.roosevelt.edu"">Roosevelt University</a>",IL,26177,44600,62700,83000
"<a href=""http://public.dom.edu/"">Dominican University</a>",IL,13902,44400,61300,78800
"<a href=""http://www.stfrancis.edu"">University of St Francis</a>",IL,17873,44600,63800,85300
"<a href=""http://WWW.SXU.EDU"">Saint Xavier University</a>",IL,16238,45300,64400,81800
"<a href=""http://www.uis.edu"">University of Illinois at Springfield</a>",IL,10799,41800,56600,75100
"<a href=""http://www.svcc.edu"">Sauk Valley Community College</a>",IL,5829,27700,44400,59300
"<a href=""http://www.shawneecc.edu"">Shawnee Community College</a>",IL,12404,22000,34300,53700
"<a href=""http://www.staugustine.edu"">Saint Augustine College</a>",IL,8405,24600,35200,47600
"<a href=""http://www.sic.edu"">Southeastern Illinois College</a>",IL,7160,26400,44400,63100
"<a href=""http://www.src.edu"">Spoon River College</a>",IL,9940,27600,40500,55300
"<a href=""http://www.educatorsofbeauty.com"">Educators of Beauty College of Cosmetology-Sterling</a>",IL,11189,14600,26400,39400
"<a href=""http://www.siu.edu"">Southern Illinois University-Carbondale</a>",IL,16265,41500,60900,83600
"<a href=""http://www.siue.edu"">Southern Illinois University-Edwardsville</a>",IL,16702,39800,57500,80100
"<a href=""http://www.tbiil.edu"">Taylor Business Institute</a>",IL,16350,20500,34300,42600
"<a href=""http://www.ssc.edu/"">South Suburban College</a>",IL,3738,26500,42800,64500
"<a href=""http://www.trnty.edu"">Trinity Christian College</a>",IL,20439,41400,55500,73700
"<a href=""http://www.tiu.edu"">Trinity International University-Illinois</a>",IL,19694,38200,56700,76100
"<a href=""http://www.triton.edu"">Triton College</a>",IL,4657,33000,51000,71000
"<a href=""http://www.uscart.com"">University of Spa & Cosmetology Arts</a>",IL,14572,17900,30700,39800
"<a href=""http://www.waubonsee.edu"">Waubonsee Community College</a>",IL,5910,30800,45100,62000
"<a href=""http://www.wiu.edu"">Western Illinois University</a>",IL,18373,41100,57900,77400
"<a href=""http://www.wheaton.edu"">Wheaton College</a>",IL,23858,42600,64700,101000
"<a href=""http://www.harpercollege.edu"">Harper College</a>",IL,8500,34600,53300,75200
"<a href=""http://www.ancilla.edu"">Ancilla College</a>",IN,16395,29200,42200,58600
"<a href=""http://www.anderson.edu"">Anderson University</a>",IN,22654,35900,51700,71900
"<a href=""http://www.bsu.edu"">Ball State University</a>",IN,15294,39000,52200,69300
"<a href=""http://www.bethelcollege.edu"">Bethel College-Indiana</a>",IN,17730,36500,52400,70900
"<a href=""http://www.butler.edu"">Butler University</a>",IN,29103,52400,84900,122100
"<a href=""http://www.ccsj.edu"">Calumet College of Saint Joseph</a>",IN,11517,37200,61100,91800
"<a href=""http://www.depauw.edu"">DePauw University</a>",IN,22171,47800,70400,102600
"<a href=""http://www.earlham.edu"">Earlham College</a>",IN,19414,32300,51300,71700
"<a href=""http://www.evansville.edu/"">University of Evansville</a>",IN,20396,40000,58300,78600
"<a href=""http://www.franklincollege.edu"">Franklin College</a>",IN,20438,41000,54100,75000
"<a href=""http://www.goshen.edu"">Goshen College</a>",IN,19001,36300,50300,72200
"<a href=""http://www.grace.edu"">Grace College and Theological Seminary</a>",IN,15799,33200,44300,68200
"<a href=""http://www.kayescastleton.com"">Hair Fashions By Kaye Beauty College-Indianapolis</a>",IN,16449,16700,28600,38800
"<a href=""http://www.hanover.edu"">Hanover College</a>",IN,21002,44400,58600,78000
"<a href=""http://www.hcc-nd.edu"">Holy Cross College</a>",IN,17637,36300,55200,85000
"<a href=""http://www.huntington.edu"">Huntington University</a>",IN,19192,35500,47300,65800
"<a href=""http://www.ivytech.edu"">Ivy Tech Community College</a>",IN,8911,28400,41900,58200
"<a href=""http://www.ipfw.edu"">Indiana University-Purdue University-Fort Wayne</a>",IN,14337,35900,51000,70200
"<a href=""http://www.iupui.edu"">Indiana University-Purdue University-Indianapolis</a>",IN,14666,39100,56700,77500
"<a href=""http://harrison.edu"">Harrison College-Indianapolis</a>",IN,19196,24700,36400,50600
"<a href=""http://uindy.edu"">University of Indianapolis</a>",IN,22293,41600,55500,75400
"<a href=""http://www.indianatech.edu"">Indiana Institute of Technology</a>",IN,21940,41100,63100,82000
"<a href=""http://www.usi.edu"">University of Southern Indiana</a>",IN,14098,35500,48500,66200
"<a href=""http://www.indstate.edu"">Indiana State University</a>",IN,11864,36000,50500,67400
"<a href=""http://www.iuk.edu"">Indiana University-Kokomo</a>",IN,10921,33600,49600,65000
"<a href=""http://iusb.edu/"">Indiana University-South Bend</a>",IN,12068,33800,46500,61300
"<a href=""http://www.iub.edu"">Indiana University-Bloomington</a>",IN,14174,45300,66100,94200
"<a href=""http://www.iun.edu"">Indiana University-Northwest</a>",IN,13211,35900,53100,70400
"<a href=""http://ius.edu/"">Indiana University-Southeast</a>",IN,11550,34000,47300,64700
"<a href=""http://www.iue.edu/"">Indiana University-East</a>",IN,9011,29100,44200,61200
"<a href=""http://www.ibcfortwayne.edu"">International Business College-Fort Wayne</a>",IN,17673,27200,35900,46200
"<a href=""http://www.ibcindianapolis.edu"">International Business College-Indianapolis</a>",IN,16346,27200,35900,46200
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Nashville</a>",TN,22291,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Fort Wayne</a>",IN,22119,38400,56000,77000
"<a href=""http://www.itt-tech.edu"">ITT Technical Institute-Indianapolis</a>",IN,23589,38400,56000,77000
"<a href=""http://www.brownmackie.edu"">Brown Mackie College-Merrillville</a>",IN,18575,25200,39500,53800
"<a href=""http://www.brownmackie.edu"">Brown Mackie College-Michigan City</a>",IN,19178,25200,39500,53800
"<a href=""http://www.empire.edu"">Empire Beauty School-Indianapolis</a>",IN,13243,18900,34300,41100
"<a href=""http://www.lincolntech.com"">Lincoln College of Technology-Indianapolis</a>",IN,17174,31200,43700,57900
"<a href=""http://www.manchester.edu"">Manchester University</a>",IN,20151,38000,52000,67400
"<a href=""http://www.marian.edu"">Marian University</a>",IN,19459,40400,57200,73700
"<a href=""http://www.indwes.edu"">Indiana Wesleyan University</a>",IN,25340,46000,68300,93300
"<a href=""http://www.martin.edu"">Martin University</a>",IN,17631,22300,36400,49700
"<a href=""http://MerrillvilleBeautyCollege.com"">Merrillville Beauty College</a>",IN,8878,14200,25400,37900
"<a href=""http://www.brownmackie.edu"">Brown Mackie College-South Bend</a>",IN,19230,25200,39500,53800
"<a href=""http://www.nd.edu"">University of Notre Dame</a>",IN,27845,69400,103000,154400
"<a href=""http://www.oak.edu"">Oakland City University</a>",IN,15629,33700,50200,72900
"<a href=""http://www.purduecal.edu/"">Purdue University-Calumet Campus</a>",IN,12007,38100,58900,78500
"<a href=""http://www.pnc.edu"">Purdue University-North Central Campus</a>",IN,9850,35200,52600,75800
"<a href=""http://ravenscroftcollege.com"">Ravenscroft Beauty College</a>",IN,16254,14700,25200,38300
"<a href=""http://www.rose-hulman.edu"">Rose-Hulman Institute of Technology</a>",IN,33087,78900,95500,116000
"<a href=""http://www.rudaes.com"">Rudae's School of Beauty Culture-Kokomo</a>",IN,11024,13600,23300,34700
"<a href=""http://www.sf.edu"">University of Saint Francis-Fort Wayne</a>",IN,16809,40000,56100,76600
"<a href=""http://www.saintjoe.edu"">Saint Josephs College</a>",IN,25255,39800,53800,74400
